ID	ND	FL
GWC1-47-15	4.929522e-05	1.313803e-06
JAVBTH01	2.328022e-05	2.728202e-05
JAAYHZ01	3.450518e-05	1.603753e-05
Chengkuizengella	7.612464e-06	4.291547e-05
JANQOZ01	1.790715e-05	3.255908e-05
JAISKC01	4.472019e-05	5.718044e-06
JAFLTZ01	1.439408e-05	3.589252e-05
OLB5	1.350957e-05	3.669233e-05
RGIG5631	1.419227e-05	3.59838e-05
HGM14224	1.616013e-05	3.40155e-05
CALXXX01	1.006155e-05	4.001289e-05
CAIFEU01	2.740639e-05	2.265342e-05
Caldora	2.526791e-05	2.476494e-05
CALXJJ01	1.178442e-05	3.819679e-05
SW4	2.135522e-05	2.855884e-05
SLHW01	8.92375e-06	4.098825e-05
JAJNNC01	2.311979e-05	2.675727e-05
WRGD01	4.037131e-05	9.497634e-06
Saccharibacillus	4.013734e-05	9.706286e-06
Fusobacterium_C	1.806698e-05	3.173796e-05
FEN-1185	3.734838e-05	1.228127e-05
JAIRKM01	3.250472e-05	1.710592e-05
WRFX01	8.732693e-06	4.070734e-05
Methyloceanibacter	2.657996e-05	2.262029e-05
CALZGZ01	2.483437e-05	2.434215e-05
Apibacter	6.787699e-06	4.232979e-05
JAFAAL01	4.072624e-05	8.375902e-06
JAFGDQ01	1.983517e-05	2.922841e-05
CAKSAY01	8.070002e-06	4.086554e-05
Allisonella	1.527448e-05	3.364445e-05
Paralactobacillus_A	1.043814e-05	3.840112e-05
JAUZPX01	3.80265e-05	1.079485e-05
JALCUE01	1.372008e-05	3.475815e-05
Enterococcus_F	1.751754e-05	3.0952e-05
FUHM01	1.135904e-05	3.698094e-05
OLB17	2.998884e-05	1.821535e-05
Paradesulfitobacterium	1.371697e-05	3.445826e-05
JBAWWY01	3.7614e-05	1.054946e-05
JAIRPC01	2.354335e-05	2.46108e-05
Elusimicrobium	2.636325e-05	2.178465e-05
UBA1546	0	4.812987e-05
WRKH01	4.156224e-05	6.377218e-06
Adhaeribacter	2.1771e-05	2.616448e-05
JAFKFH01	1.965125e-05	2.814539e-05
UBA4466	2.162382e-05	2.616268e-05
JAUNBC01	3.223853e-05	1.539935e-05
Gehongia	3.610772e-05	1.142507e-05
JAJPXW01	2.483723e-05	2.265075e-05
Avitreponema	2.158421e-05	2.589792e-05
SZUA-140	7.875259e-06	3.954828e-05
CALVXC01	2.587884e-05	2.150275e-05
JAUMXS01	1.613225e-05	3.119583e-05
UBA8914	1.766598e-05	2.966148e-05
FJAT-45350	0	4.732405e-05
Specibacter	1.741183e-05	2.986106e-05
Clostridium_AW	3.673481e-05	1.052651e-05
Roseateles	2.242032e-05	2.47947e-05
PWPP01	1.858405e-05	2.860896e-05
ZC4RG25	2.396028e-05	2.319623e-05
28-YEA-48	1.614162e-05	3.093522e-05
Bacillus_AH	0	4.704156e-05
Litchfieldia	0	4.70158e-05
RGIG3171	2.922451e-05	1.778738e-05
Acetoanaerobium	7.654731e-06	3.93043e-05
RUG13160	1.049469e-05	3.645192e-05
UBA4248	4.568349e-06	4.223992e-05
JAJFFG01	2.569939e-05	2.109029e-05
CANRDQ01	1.283595e-05	3.382097e-05
Undivivens	2.901247e-05	1.756264e-05
Desulfocicer	6.558548e-06	3.99374e-05
DURK01	6.543655e-06	3.989327e-05
JAAYFZ01	1.657632e-05	2.984893e-05
Exiguobacterium	7.223855e-06	3.909084e-05
JANNBC01	1.33171e-05	3.294994e-05
Dolosicoccus	6.569356e-07	4.557107e-05
JAITWV01	1.044834e-05	3.575796e-05
Bacillus_BD	2.616829e-06	4.358815e-05
JABFXX01	1.393396e-05	3.226314e-05
WQUV01	0	4.619557e-05
UMGS1901	6.11321e-06	3.996594e-05
JAWLCZ01	4.138023e-06	4.163724e-05
CAKQSC01	2.550161e-05	2.013908e-05
UBA12018	3.004127e-05	1.559211e-05
UBA5808	2.651711e-05	1.909548e-05
UBA3961	1.766671e-05	2.79054e-05
UBA10103	2.047855e-05	2.506765e-05
RGIG6429	9.617124e-06	3.591743e-05
Polyangium	1.610917e-05	2.93746e-05
UMGS1519	3.110959e-05	1.428336e-05
RGIG9096	2.046843e-05	2.491147e-05
Methylopumilus_A	9.388887e-06	3.597784e-05
Planktotalea	3.651106e-05	8.762786e-06
Epulopiscium_B	2.171596e-06	4.298705e-05
GPF-1	1.240956e-05	3.274355e-05
RUG023	1.416193e-05	3.095595e-05
JARJEH01	2.267955e-05	2.23533e-05
SABI01	2.528175e-05	1.974498e-05
JAEDJI01	3.225938e-05	1.274649e-05
RGIG2707	1.136357e-05	3.362528e-05
Exercitatus	1.131882e-05	3.362535e-05
Aquibacillus_A	1.374501e-05	3.118939e-05
UBA10199	1.482112e-05	3.010834e-05
Autumnicola	3.408859e-05	1.081236e-05
JAGVOB01	4.485563e-05	0
RGIG1743	1.331813e-05	3.153557e-05
Haemophilus	1.657112e-05	2.810876e-05
Oxobacter	2.575941e-05	1.889038e-05
UBA11549	1.918223e-05	2.533398e-05
UBA6182	8.929141e-06	3.558277e-05
CAIVAT01	1.416833e-05	3.032995e-05
SFKP01	0	4.446751e-05
Fen-1359	1.590531e-05	2.855506e-05
Helcococcus	1.877332e-05	2.563294e-05
JAGOEF01	2.956983e-05	1.474554e-05
JABMPJ01	8.304128e-06	3.599414e-05
Thermosipho_A	0	4.427223e-05
Anoxynatronum	4.399477e-05	2.190992e-07
JACRAR01	2.005137e-05	2.414229e-05
Biomaibacter	1.896262e-05	2.521675e-05
FLUQ01	2.206194e-05	2.211473e-05
Ndongobacter	3.232612e-05	1.184887e-05
JAVBWI01	2.049354e-05	2.348014e-05
Fontimonas	2.138335e-05	2.254537e-05
AAA240-E13	4.386623e-05	0
Leucobacter	1.326997e-05	3.051534e-05
SIG588	0	4.377787e-05
UMGS1851	1.879639e-05	2.486413e-05
JAQVSH01	6.977341e-06	3.66474e-05
Fonticella	1.702602e-05	2.658259e-05
Romboutsia_E	1.570106e-05	2.789927e-05
Caldanaerobius	1.763846e-05	2.593334e-05
Physcocola	2.267417e-05	2.087628e-05
WMHbin3	6.554258e-06	3.694858e-05
CAMFLX01	1.133641e-05	3.211332e-05
JADKJB01	1.090017e-05	3.251821e-05
Clostridium_C	2.563039e-05	1.778772e-05
RBG-13-61-14	3.72544e-05	6.131951e-06
CALZKI01	4.779676e-06	3.859339e-05
Lampropedia	1.565833e-05	2.764643e-05
Ventosimonas	1.655682e-05	2.67365e-05
CALKWM01	1.678829e-05	2.638977e-05
DTKZ01	3.066048e-05	1.250633e-05
Parasegetibacter	1.177031e-05	3.138916e-05
CALELM01	9.162615e-06	3.397412e-05
JAIRLR01	1.302957e-06	4.181421e-05
JAOAHC01	8.307738e-06	3.480925e-05
UBA5444	2.353554e-05	1.952326e-05
Alkalicoccus	2.003324e-05	2.299965e-05
JALEMS01	3.683868e-05	6.165237e-06
Paenibacillus_AF	1.719305e-05	2.572577e-05
JAOACF01	1.724221e-05	2.566086e-05
Sorangium	1.980066e-05	2.30244e-05
CAKOQQ01	3.784498e-05	4.859564e-06
Pandoraea	1.917481e-05	2.349742e-05
JADPRS01	1.766009e-05	2.498973e-05
Clostridium_AX	2.805357e-05	1.455644e-05
Reyranella	2.26201e-05	1.996004e-05
CAISDV01	1.155655e-05	3.099612e-05
JAFTCA01	1.109646e-05	3.144621e-05
UBA4092	1.023823e-05	3.224747e-05
UBA9673	1.741723e-06	4.07024e-05
JAUMXH01	3.772766e-05	4.627682e-06
RUG12817	1.287268e-05	2.94373e-05
JBBTCX01	1.526419e-05	2.70191e-05
Fervidibacillus	2.135972e-05	2.08936e-05
HGM11604	2.223413e-05	2.000105e-05
Polaribacter	7.204795e-06	3.496739e-05
Oceanitalea	1.094363e-06	4.102013e-05
JAAYGY01	1.201572e-05	3.007704e-05
JAAYTL01	1.550351e-05	2.641885e-05
JAMDDL01	1.879489e-05	2.308647e-05
JAENZQ01	3.922323e-05	2.633531e-06
JAQWFD01	5.030403e-06	3.678286e-05
Excrementavichristensenella	2.088535e-05	2.092542e-05
WQVZ01	3.49565e-05	6.814332e-06
Zavarzinia	2.198459e-05	1.978207e-05
RGIG3525	0	4.1753e-05
RUG721	2.80569e-05	1.366927e-05
JAJZCU01	1.286434e-05	2.880532e-05
JAHZIX01	1.199558e-05	2.965413e-05
JALELF01	1.961518e-05	2.20264e-05
RGIG2220	5.662087e-06	3.594502e-05
JAVXKN01	2.488699e-05	1.667376e-05
JABWAN01	2.609495e-06	3.89383e-05
WQTU01	1.938125e-05	2.216645e-05
Parendomicrobium	7.865117e-06	3.356512e-05
Caccopulliclostridium	1.393896e-05	2.744175e-05
Saliniramus	1.741671e-05	2.396006e-05
Spyradomonas	4.359759e-06	3.700601e-05
JAGLWB01	2.441962e-05	1.688492e-05
Peptacetobacter	7.410287e-06	3.384635e-05
UBA2385	3.859015e-05	2.647948e-06
JAFMDF01	1.568278e-05	2.552295e-05
WRKV01	2.41522e-05	1.697278e-05
JAISJS01	2.507117e-05	1.604334e-05
Terrilactibacillus	1.676097e-05	2.433654e-05
UMGS1502	2.067296e-05	2.041959e-05
Pelatocladus	2.949678e-05	1.147313e-05
CALUQR01	1.748305e-05	2.344876e-05
RGIG1752	6.569356e-07	4.027393e-05
Palsa-739	1.459186e-05	2.627626e-05
CAAHEQ01	1.532744e-06	3.915946e-05
WQUG01	1.940002e-05	2.128818e-05
Rhodopseudomonas_A	2.135088e-05	1.931881e-05
JAGPKJ01	2.85688e-05	1.205645e-05
WRJS01	0	4.054904e-05
JAADFW01	9.802961e-06	3.068958e-05
Campylobacter_A	2.161647e-05	1.886534e-05
Paracoccus	1.327197e-05	2.720715e-05
MVQL01	1.743162e-05	2.304343e-05
FEB-25	2.730451e-05	1.317003e-05
CG2-30-64-16	5.898243e-06	3.455473e-05
JAITBJ01	2.001694e-05	2.04235e-05
PALSA-1003	1.784571e-05	2.259414e-05
CANPXY01	3.362639e-05	6.805512e-06
Desulfoferula	6.317645e-06	3.40402e-05
UBA7359	1.069559e-05	2.964095e-05
JBHBQE01	4.031253e-05	0
CALWTV01	3.302217e-05	7.256645e-06
HIGHO2-12-38-15	1.568043e-05	2.457712e-05
RGIG5709	2.24308e-05	1.778183e-05
WRKG01	3.715254e-06	3.648758e-05
B47-G16	1.395781e-05	2.622567e-05
CAKOLN01	1.5479e-05	2.459839e-05
JALHQU01	1.742977e-05	2.264287e-05
Phenylobacterium	1.000645e-05	3.005873e-05
JANMEX01	1.676509e-05	2.328381e-05
RGIG3495	2.503731e-05	1.494945e-05
Gemmobacter	1.739509e-05	2.258114e-05
CALVUG01	5.241045e-06	3.471349e-05
JAXGZG01	3.204998e-05	7.892879e-06
JAAZBI01	1.704354e-05	2.285613e-05
UBA9904	2.805375e-05	1.184224e-05
DATKEI01	2.606002e-06	3.728087e-05
CAKTFW01	2.797316e-05	1.187816e-05
JAGOGN01	1.050101e-05	2.934613e-05
TMP-24	1.634975e-05	2.349141e-05
DMER64	2.634056e-05	1.344649e-05
Denitrobacterium	2.284139e-05	1.688675e-05
WRAF01	1.550826e-05	2.411815e-05
VAZQ01	2.175979e-05	1.777194e-05
Pseudobacter	0	3.944011e-05
JAAYJK01	1.552555e-05	2.389849e-05
JAKLFE01	2.531848e-05	1.405487e-05
Pleomorphomonas	2.088324e-05	1.84483e-05
B111-G9	0	3.925581e-05
JAITON01	0	3.915945e-05
Hufsiella_A	1.134267e-05	2.769331e-05
JAVBPE01	1.153633e-05	2.745541e-05
Fluviicola	1.703004e-05	2.195609e-05
VGOG01	4.562064e-06	3.422812e-05
Kribbella	1.524366e-05	2.350769e-05
JAPXRI01	2.239867e-05	1.623667e-05
DAIDIO01	0	3.856431e-05
JAEZIX01	2.712832e-05	1.139552e-05
RGIG1932	3.272471e-06	3.524664e-05
JACKEH01	1.263466e-05	2.587312e-05
JACKAK01	2.086838e-05	1.75931e-05
Leptotrichia_A	4.339727e-07	3.798855e-05
Rurimicrobium	1.91968e-05	1.913761e-05
JAAZBA01	1.41494e-05	2.417498e-05
Sandaracinobacteroides	1.545431e-05	2.283513e-05
Leptogranulimonas	1.416563e-05	2.396949e-05
GCA-014931565	2.09343e-05	1.711871e-05
SIG526	2.442666e-05	1.362437e-05
JACSRS01	1.720398e-05	2.084184e-05
JADGBM01	1.60958e-05	2.194998e-05
Alteracholeplasma	5.910302e-06	3.213417e-05
Keratinibaculum	8.317159e-06	2.962546e-05
RUG12826	4.579288e-06	3.335942e-05
Methylobacter_A	1.283937e-05	2.50503e-05
RUG14106	2.048691e-05	1.737318e-05
SCUB01	1.611735e-05	2.172078e-05
DATGUA01	3.051203e-06	3.477476e-05
Thalassospirochaeta	7.419138e-06	3.03319e-05
PPXY01	2.669816e-05	1.096595e-05
JAAUUB01	2.615451e-05	1.145757e-05
RCIZ01	1.872798e-05	1.88571e-05
JAHJEX01	3.482435e-06	3.410111e-05
RUG14258	1.113805e-05	2.636752e-05
DAIDKD01	0	3.74817e-05
Chthonomonas	3.177145e-05	5.703285e-06
JAJDDB01	3.718904e-06	3.375176e-05
SURF-16	1.942074e-05	1.800686e-05
Scytonema	8.289064e-06	2.909841e-05
WTXA01	1.957247e-05	1.776389e-05
Ectobacillus	1.56933e-05	2.156779e-05
TMED198	0	3.724857e-05
JAEWAC01	1.394525e-05	2.330213e-05
Aveggerthella	1.723678e-05	1.996325e-05
JAISOF01	1.477563e-05	2.241518e-05
CAIULA01	2.188726e-07	3.695154e-05
Alkalihalobacterium	4.360322e-06	3.278906e-05
JAKEEG01	2.216971e-05	1.493271e-05
HGM11514	2.007777e-05	1.69224e-05
Ornithinibacillus_A	0	3.698767e-05
CAG-884	2.004733e-05	1.693955e-05
Gottfriedia	1.895022e-05	1.802313e-05
JAVBKP01	1.417718e-05	2.27809e-05
GCA-2722455	1.18084e-05	2.513662e-05
Gottschalkia	3.142511e-05	5.504586e-06
Taklimakanibacter	2.110797e-05	1.577836e-05
JAOUHN01	4.571159e-06	3.227858e-05
UBA1829	2.285482e-05	1.383644e-05
JAHDBG01	2.982969e-05	6.838297e-06
Colwellia	6.53722e-07	3.597736e-05
CASEKF01	3.194062e-05	4.62147e-06
JAWKWH01	8.708337e-06	2.781373e-05
JAKOXU01	1.901767e-05	1.739428e-05
Brachybacterium	1.20417e-05	2.435715e-05
Baileyella	1.590513e-05	2.047869e-05
Fen-1231	1.00124e-05	2.634184e-05
JAEVYX01	2.77793e-05	8.561992e-06
UBA1368	1.612551e-05	2.018788e-05
Parageobacillus	1.749095e-06	3.45166e-05
JAFADI01	2.024352e-05	1.601906e-05
CAINDQ01	4.377452e-07	3.58186e-05
UBA11090	1.135869e-05	2.486661e-05
CALXEL01	1.396916e-05	2.224265e-05
JAJQRF01	8.719298e-07	3.528789e-05
JAEUTH01	1.305925e-05	2.306302e-05
Vineibacter	1.875382e-05	1.734694e-05
JAJZSC01	5.876561e-06	3.02043e-05
41-269	2.04935e-05	1.558602e-05
STD2-102	0	3.605716e-05
Rhizorhabdus	1.982373e-05	1.621329e-05
JAFIFG01	7.421473e-06	2.854857e-05
JAEZJQ01	1.301918e-06	3.458819e-05
Hippea	9.773384e-06	2.608066e-05
CAIUPE01	1.762091e-05	1.820559e-05
Tenacibaculum	3.913423e-06	3.190924e-05
CAMBFR01	2.415541e-05	1.164511e-05
UBA7584	0	3.579593e-05
Sulfotelmatobacter	8.292187e-06	2.749046e-05
CAG-710	1.265132e-05	2.308773e-05
Deinococcus	1.661116e-05	1.910355e-05
JAOZSG01	1.874931e-05	1.694208e-05
UBA2251	1.743684e-05	1.820044e-05
Hydrocarboniphaga	1.74339e-05	1.818963e-05
Alkalicoccobacillus	4.365471e-06	3.117015e-05
Marinisporobacter	1.310663e-05	2.240548e-05
JABUSF01	0	3.540219e-05
JBBAFM01	1.679196e-05	1.846503e-05
RGIG7213	2.401374e-05	1.120176e-05
JALZCH01	1.740087e-05	1.779922e-05
UMGS1540	8.304167e-06	2.680517e-05
CALHKP01	9.126063e-06	2.594907e-05
SZUA-36	1.572519e-05	1.933453e-05
Rubeoparvulum	3.080875e-05	4.188424e-06
JAEZZM01	0	3.497607e-05
RUG14179	9.811744e-06	2.515322e-05
JAAXUP01	3.264573e-06	3.161904e-05
Fen-330	1.548045e-05	1.935342e-05
JBFLXF01	1.872316e-05	1.605239e-05
UBA4417	2.355474e-05	1.119901e-05
JAISGP01	4.142391e-06	3.058986e-05
JAVBNA01	3.716208e-06	3.093619e-05
UMGS1312	1.61302e-05	1.850071e-05
UBA5232	1.659919e-05	1.801111e-05
Limnohabitans	1.438684e-05	2.019329e-05
JAVXTH01	0	3.450672e-05
JAOZQN01	2.267127e-05	1.18342e-05
JBAXHO01	0	3.445631e-05
Anaerospora	1.506414e-05	1.935158e-05
Metalysinibacillus	9.81038e-06	2.460216e-05
CG2-30-51-40	1.328341e-05	2.1123e-05
Chelatococcus	1.565883e-05	1.867295e-05
Cognatiluteimonas	2.134349e-05	1.295312e-05
JAEWSN01	2.045942e-05	1.381675e-05
Ilyomonas	8.939918e-06	2.52643e-05
Defluviitalea_A	1.112255e-05	2.304913e-05
Undibacterium	1.853119e-05	1.558388e-05
CAKSHC01	2.361379e-05	1.031599e-05
DUUU01	1.921074e-05	1.46851e-05
UBA3946	3.036006e-05	3.517163e-06
DAOSCP01	0	3.387704e-05
JAAZBG01	2.637833e-05	7.482832e-06
CAMTOK01	3.257393e-06	3.058422e-05
Marinifilum	1.352027e-05	2.021378e-05
JBBRPR01	2.007548e-05	1.365321e-05
JAISST01	5.891441e-06	2.782353e-05
SKXZ01	3.063363e-05	3.063787e-06
BS503	1.025681e-05	2.332901e-05
DAOVQR01	0	3.357799e-05
Phocoenobacter	0	3.355335e-05
Defluviitalea	1.068055e-05	2.286687e-05
UBA5435	2.197491e-05	1.145905e-05
2-02-FULL-45-18	2.459757e-05	8.800416e-06
JBAMOY01	6.292951e-06	2.709601e-05
UMGS1611	1.200168e-05	2.133269e-05
DYJU01	1.609207e-05	1.717395e-05
JABEVD01	1.415625e-05	1.907025e-05
SIG640	2.482775e-05	8.325045e-06
Waterburya	9.121204e-06	2.396232e-05
JAJUJI01	2.612298e-06	3.043101e-05
Sharpea	1.09265e-06	3.191386e-05
Vulcanimicrobium	1.870267e-05	1.427575e-05
JAFDMD01	9.810663e-06	2.309652e-05
UBA1672	1.068472e-05	2.221923e-05
Moraxella	6.53722e-07	3.223241e-05
DYQY01	2.70799e-05	5.7389e-06
PALSA-600	1.568411e-05	1.712299e-05
JARRRH01	1.414267e-05	1.866175e-05
GWC1-27-15	7.431992e-06	2.530077e-05
42-54-T18	9.608109e-06	2.305973e-05
CAKOTZ01	1.137478e-05	2.126582e-05
Bartonella	1.281765e-05	1.980571e-05
DATDPG01	2.118832e-05	1.141324e-05
JAEUMD01	1.630221e-05	1.626789e-05
JAPPPQ01	2.024621e-05	1.22998e-05
JADHWD01	1.629058e-05	1.624419e-05
Hormoscilla	3.923637e-06	2.856076e-05
Bacillus_CH	2.896224e-05	3.519509e-06
Syntrophorhabdus	4.796855e-06	2.765807e-05
JAUHYI01	4.577024e-06	2.783503e-05
AWTP1-9	1.32855e-05	1.911964e-05
S015-18	2.426932e-05	8.114797e-06
Sphingomicrobium	1.154261e-05	2.082227e-05
JANXLV01	1.678323e-05	1.556832e-05
W2P13-069	1.829429e-05	1.402242e-05
RGIG7384	9.838097e-06	2.246729e-05
JAVBPP01	1.178918e-05	2.048194e-05
Alicyclobacillus_H	3.22467e-05	0
DUOL01	1.41548e-05	1.80445e-05
Virgibacillus_B	0	3.219525e-05
Alkaliphilus_A	1.175272e-05	2.04398e-05
DTJG01	2.398728e-05	8.161589e-06
Actinacidiphila	3.101233e-05	1.090829e-06
Myxococcus	3.691941e-06	2.832302e-05
CAJOLV01	8.267583e-06	2.374187e-05
RGIG6178	8.691522e-06	2.330182e-05
JAEDEU01	1.485403e-05	1.713118e-05
SP202	3.066903e-05	1.314595e-06
Desulfobacula	1.569095e-05	1.626763e-05
Bacillus_I	0	3.193456e-05
Ignavigranum	0	3.19161e-05
UBA3950	0	3.179625e-05
JAHJSA01	1.266014e-05	1.910173e-05
CALVRE01	1.345913e-05	1.827781e-05
JBCCBI01	9.587318e-06	2.214357e-05
RGIG982	9.786174e-06	2.192432e-05
JASUTC01	4.358147e-07	3.116909e-05
UBA6170	6.569356e-07	3.091602e-05
Rummeliibacillus	1.525256e-06	3.002881e-05
Sunxiuqinia	1.460573e-05	1.692526e-05
JAHIRM01	4.774739e-06	2.673179e-05
UBA5500	1.110434e-05	2.040086e-05
Desulfomicrobium	2.217788e-05	9.221495e-06
JAAYQU01	4.135634e-06	2.720953e-05
DASRGL01	1.921923e-05	1.206085e-05
SURF-3	1.701183e-05	1.425643e-05
JADLDR01	1.902088e-05	1.22363e-05
Hyphococcus	1.849427e-05	1.272271e-05
Actinoplanes	2.087665e-05	1.032265e-05
Chamaesiphon	1.739663e-06	2.945362e-05
RGIG5691	2.455935e-05	6.590688e-06
NBLH01	1.045628e-05	2.068591e-05
JAQUZL01	1.523815e-05	1.584357e-05
Consotaella	1.30688e-05	1.799228e-05
CAKUIA01	3.284572e-06	2.76735e-05
Allobacillus	3.722635e-06	2.723152e-05
JAUMXZ01	1.54799e-05	1.536911e-05
JABEVJ01	2.490299e-05	5.702593e-06
CATWUX01	1.788513e-05	1.271517e-05
Calidithermus	1.566616e-05	1.492851e-05
Nakamurella	2.134684e-05	9.242452e-06
Pigmentiphaga	2.092039e-05	9.645849e-06
JANYHY01	1.849859e-05	1.206326e-05
CALVGN01	6.962324e-06	2.353029e-05
UBA6794	8.907062e-06	2.148398e-05
CAVFJE01	2.400786e-05	6.374822e-06
RUG727	1.412837e-05	1.625223e-05
JAADEN01	1.633185e-05	1.404139e-05
Fictibacillus_C	8.516938e-06	2.176696e-05
SIG714	2.617676e-06	2.765787e-05
HGM10611	1.518904e-06	2.874644e-05
JANQLB01	2.433268e-05	5.924119e-06
JAVVTM01	1.288744e-05	1.731917e-05
JAIRKH01	1.726976e-05	1.293681e-05
SCQX01	1.5682e-05	1.448547e-05
JBBITW01	2.246169e-05	7.699971e-06
UBA7672	1.523588e-05	1.492217e-05
Alectryocaccomicrobium	2.239028e-05	7.695151e-06
RGIG9379	1.002624e-05	2.005366e-05
CAMQRS01	6.315712e-06	2.369938e-05
CALWHE01	1.703895e-05	1.294208e-05
CAXHAT01	1.436782e-05	1.557328e-05
BRH-c0	1.328622e-05	1.651224e-05
Pseudochelatococcus	1.482582e-05	1.495214e-05
Rhodopila	1.1555e-05	1.822101e-05
Pararhizobium	1.000695e-05	1.975071e-05
JAISFC01	1.979936e-05	9.89503e-06
Garciella	1.74712e-06	2.793585e-05
Pelagibacter	0	2.962206e-05
Metasolibacillus	1.961818e-06	2.758431e-05
RGIG7089	1.241095e-05	1.712489e-05
CAMTOX01	1.302524e-05	1.649831e-05
Asticcacaulis	1.286592e-05	1.665671e-05
WRCH01	2.136724e-05	8.135818e-06
JACIYF01	2.862408e-05	8.78843e-07
RGIG3178	1.763521e-05	1.186038e-05
JBGGOQ01	1.869006e-05	1.075304e-05
CAG-288	6.113343e-06	2.325273e-05
Serratia	1.372729e-05	1.562956e-05
DATCIH01	2.581226e-05	3.543912e-06
QAND01	1.04572e-05	1.889758e-05
Hyphomicrobium_C	1.066806e-05	1.866194e-05
DAIDBD01	1.262313e-05	1.667558e-05
SIG435	1.876146e-05	1.053135e-05
JAZKHT01	1.633446e-05	1.295118e-05
DASYRX01	1.196921e-05	1.731378e-05
Hydrogenispora	5.456386e-06	2.374205e-05
JAITEJ01	8.759142e-07	2.827499e-05
JAAZFZ01	1.374747e-05	1.536996e-05
UBA966	1.113238e-05	1.797963e-05
JAUXWC01	1.153342e-05	1.756774e-05
Sinisalibacter	2.909938e-05	0
JANLFJ01	2.881872e-05	2.186513e-07
Lacticigenium	4.577141e-06	2.438724e-05
CAMQVF01	1.094893e-06	2.786716e-05
Scatoplasma	0	2.893863e-05
DUSS01	1.242741e-05	1.648965e-05
JAVHLK01	8.942275e-06	1.997011e-05
JACADW01	1.110543e-05	1.779886e-05
UBA2253	2.7376e-05	1.527161e-06
JABDQZ01	1.085798e-06	2.777433e-05
Photorhabdus	1.54519e-05	1.340132e-05
JAISFI01	6.95646e-06	2.182221e-05
JANLFP01	3.497362e-06	2.522283e-05
JBBQDV01	1.064731e-05	1.805586e-05
Halalkalibacillus_A	1.304939e-05	1.561321e-05
20CM-2-55-15	1.197983e-05	1.667835e-05
JAITTM01	6.511323e-06	2.214125e-05
Raineya	1.655218e-05	1.209451e-05
CANQFO01	1.518904e-06	2.709977e-05
CAINEZ01	0	2.861062e-05
CSBR16-49	2.330579e-05	5.26973e-06
JAJDHH01	8.293928e-06	2.021591e-05
Pseudoalteromonas	2.280175e-05	5.701944e-06
Domibacillus	1.485623e-05	1.363452e-05
Bacillus_CE	7.830217e-06	2.065599e-05
WQWG01	2.759488e-05	8.793207e-07
Palsa-295	1.000932e-05	1.845195e-05
JAFKKS01	9.587912e-06	1.884196e-05
CAISIP01	1.26299e-05	1.579443e-05
JALNXD01	4.783227e-06	2.364074e-05
CAJWTS01	2.26955e-05	5.708011e-06
Alloiococcus	4.343191e-07	2.792654e-05
HGM11417	1.412423e-05	1.422719e-05
Fenollaria	2.352086e-05	4.826334e-06
UBA5851	2.832774e-05	0
JAJQAO01	0	2.8323e-05
UBA4053	0	2.823236e-05
Aurantimonas	9.574435e-06	1.863817e-05
CALXAN01	2.068433e-05	7.487547e-06
JAIRKW01	1.499449e-05	1.315707e-05
Heyndrickxia	4.567887e-06	2.346621e-05
Rhodovastum	1.544984e-05	1.256622e-05
Kaistia	1.502507e-05	1.295896e-05
JAISBN01	1.871445e-05	9.214948e-06
CAVEFW01	9.80113e-06	1.808599e-05
S5133MH16	5.472239e-06	2.240927e-05
RGIG8700	5.87989e-06	2.196e-05
Pelagihabitans	1.944265e-05	8.366949e-06
JAAYBS01	1.937229e-05	8.330694e-06
JALNXV01	1.003439e-05	1.765672e-05
SL1-B47	5.451804e-06	2.217659e-05
MVRV01	2.400842e-06	2.522647e-05
QHXN01	1.069975e-05	1.692302e-05
QHXM01	1.923266e-05	8.330817e-06
RBG-16-58-11	1.371869e-05	1.380151e-05
Paenacidovorax	1.720765e-05	1.030386e-05
GM7GCV1	0	2.741571e-05
RGIG8523	2.281466e-05	4.591676e-06
JAUNJZ01	9.377579e-06	1.798998e-05
UBA12489	6.566178e-06	2.079478e-05
Xylophilus	1.350555e-05	1.38138e-05
UBA6414	0	2.729595e-05
JAJYSO01	6.514787e-07	2.662428e-05
WRKF01	2.198938e-05	5.280165e-06
SIG622	6.542194e-06	2.064745e-05
Siphonobacter	1.156328e-05	1.562427e-05
JACPCK01	1.087756e-05	1.629179e-05
JACPFV01	1.108442e-05	1.603062e-05
JAADEM01	2.627213e-06	2.444946e-05
Rhodoblastus	1.805932e-05	8.977122e-06
JAJKIP01	7.403958e-06	1.956634e-05
JAHFUS01	2.163606e-05	5.267202e-06
Tahibacter	1.328789e-05	1.359753e-05
UBA10108	0	2.687102e-05
STD2-12	8.276558e-06	1.850216e-05
JAEYQM01	3.703858e-06	2.27962e-05
Bacillus_CC	6.53196e-06	1.9956e-05
JAMLIN01	8.9102e-06	1.757499e-05
JASGMR01	2.25182e-05	3.966003e-06
Qipengyuania	1.044871e-05	1.602159e-05
Curtanaerobium	1.086644e-05	1.560256e-05
JAISSU01	2.423479e-05	2.196332e-06
JAVWJP01	2.157959e-05	4.83013e-06
WLXB01	2.089429e-05	5.501687e-06
JAWLCN01	8.507758e-06	1.788019e-05
Afifella	8.943127e-06	1.738344e-05
SIG220	1.197772e-05	1.430045e-05
JALSRW01	1.35104e-05	1.273882e-05
SCUD01	1.676101e-05	9.443431e-06
DASSOY01	0	2.61727e-05
